INDICATOR,GEBIEDSTYPE,GEBIEDSCODE,DATE_FROM,DATE_TO,WAARDE
Trend GLG naar 2050,d_swf_welstandsgebieden,545,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,595,2020-01-01,,3
Trend GLG naar 2050,d_swf_welstandsgebieden,580,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,501,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,502,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,503,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,531,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,586,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,489,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,490,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,491,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,492,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,565,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,573,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,510,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,511,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,516,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,517,2020-01-01,,0
Trend GLG naar 2050,d_swf_welstandsgebieden,582,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,555,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,556,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,557,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,526,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,527,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,528,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,529,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,585,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,602,2020-01-01,,-22
Trend GLG naar 2050,d_swf_welstandsgebieden,540,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,541,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,597,2020-01-01,,-22
Trend GLG naar 2050,d_swf_welstandsgebieden,603,2020-01-01,,-29
Trend GLG naar 2050,d_swf_welstandsgebieden,497,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,498,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,608,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,574,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,575,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,558,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,559,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,598,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,579,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,581,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,562,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,590,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,499,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,504,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,505,2020-01-01,,-6
